Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффилиаций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.3390/resources13020033,7,"Golik V.I., Voitovich E.V."," Department “Technique and Technology of Mining and Oil and Gas Production”,  Department of Industrial and Civil Engineering",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.29,2024,Technogenic Reservoirs Resources of Mine Methane When Implementing the Circular Waste Management Concept,Resources,"Brigida V., Laboratory of Mining Technical Systems Management, Golik V.I., Department “Technique and Technology of Mining and Oil and Gas Production”, Voitovich E.V., Department of Industrial and Civil Engineering, Kukartsev V.V., Department of Informatics, Gozbenko V.E., Department of Organization of Transportation and Management on Motor Transport, Konyukhov V.Y., Department of Automation and Control, Oparina T.A., Department of Automation and Control Technogenic Reservoirs Resources of Mine Methane When Implementing the Circular Waste Management Concept 2024 Resources, 13 (2), Art. No. 33, pp. nan-nan",Статья
10.31992/0869-3617-2024-33-3-141-161,2,Nikolskiy V.S., HSE University,4,"Moscow, 11 Pokrovsky bulvar, Moscow State Polytechnic University, 38 B. Semenovskaya str.",0.12,2024,“Cultivating a Sense of Duty and Responsibility to Society”: the Specificity of the “Service-Learning” Approach in China; [«Воспитание чувства долга и ответственности перед обществом»: специфика подхода «Oбучение служением» в Китае],Vysshee Obrazovanie v Rossii,"Galkina A.D., HSE University, Nikolskiy V.S., HSE University “Cultivating a Sense of Duty and Responsibility to Society”: the Specificity of the “Service-Learning” Approach in China; [«Воспитание чувства долга и ответственности перед обществом»: специфика подхода «Oбучение служением» в Китае] 2024 Vysshee Obrazovanie v Rossii, 33 (3), Art. No. nan, pp. 141-161",Статья
10.18796/0041-5790-2024-5-77-85,5,,,1,"Moscow, Moscow, Moscow",0.0,2024,Econometric assessment of the effectiveness of incentive regulation contracts to increase labor productivity at coal mining enterprises; [Эконометрическая оценка эффективности контрактов стимулирующего регулирования для повышения производительности труда на угледобывающих предприятиях],Ugol,"Ignatyeva O.V., Moscow Polytechnic University, Nayanov E.A., Moscow Polytechnic University, Arzamasova E.L., Moscow Polytechnic University, Mandrik N.V., National University of Science and Technology MISIS (NUST MISIS), Kuzmina T.I., Plekhanov Russian University of Economics Econometric assessment of the effectiveness of incentive regulation contracts to increase labor productivity at coal mining enterprises; [Эконометрическая оценка эффективности контрактов стимулирующего регулирования для повышения производительности труда на угледобывающих предприятиях] 2024 Ugol, nan (5), Art. No. nan, pp. 77-85",Статья
10.25018/0236_1493_2024_4_0_33,4,Golik V.I., South Russian State Polytechnic University,2,"Novocherkassk, Moscow Polytechnic University",0.12,2024,Combination of leaching technologies with conventional ore processing techniques; [КОМБИНИРОВАНИЕ ТЕХНОЛОГИЙ ВЫЩЕЛАЧИВАНИЯ С ТРАДИЦИОННЫМИ ТЕХНОЛОГИЯМИ ГОРНОГО ПЕРЕДЕЛА РУД],Mining Informational and Analytical Bulletin,"Valiev N.G.O., Ural State Mining University, Razorenov Yu.I., South Russian State Polytechnic University, Golik V.I., South Russian State Polytechnic University, Lebzin M.S., Ural State Mining University Combination of leaching technologies with conventional ore processing techniques; [КОМБИНИРОВАНИЕ ТЕХНОЛОГИЙ ВЫЩЕЛАЧИВАНИЯ С ТРАДИЦИОННЫМИ ТЕХНОЛОГИЯМИ ГОРНОГО ПЕРЕДЕЛА РУД] 2024 Mining Informational and Analytical Bulletin, nan (4), Art. No. nan, pp. 33-43",Статья
10.1007/s11015-024-01695-5,3,,,2,"Moscow, Moscow, National University of Science and Technology “MISIS”",0.0,2024,Study of the mechanical properties of dysprosium-titanate and dysprosium-hafnate nanopowders,Metallurgist,"Sharipzyanova G.K., Moscow Polytechnic University, Eremeeva Z.V., Moscow Polytechnic University, Karlina Y.I., Moscow State University of Civil Engineering Study of the mechanical properties of dysprosium-titanate and dysprosium-hafnate nanopowders 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.1080/10652469.2024.2351396,1,Bezrodnykh S.I., Department of Mathematics,1,Moscow Polytechnic University,1.0,2024,Generalizations of the Jacobi identity to the case of the Lauricella function FD(N),Integral Transforms and Special Functions,"Bezrodnykh S.I., Department of Mathematics Generalizations of the Jacobi identity to the case of the Lauricella function FD(N) 2024 Integral Transforms and Special Functions, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.47197/retos.v56.106243,1,,,1,Russian Federation,0.0,2024,Sensitive periods of flexibility development at school age; [Períodos sensibles de desarrollo de la flexibilidad en la edad escolar],Retos,"Polevoy G., Moscow Polytechnic University Sensitive periods of flexibility development at school age; [Períodos sensibles de desarrollo de la flexibilidad en la edad escolar] 2024 Retos, 56 (nan), Art. No. nan, pp. 1066-1074",Статья
10.1007/s11015-024-01674-w,6,,,1,"Moscow, Moscow",0.0,2024,Simulation of metal flow during upsetting of flat profiled billets,Metallurgist,"Solomonov K.N., Branch of the Rostov State University of Railway Engineering in Voronezh, Tishchuk L.I., Branch of the Rostov State University of Railway Engineering in Voronezh, Gorbatyuk S.M., National University of Science and Technology “MISIS”, Devyatiarova V.V., National University of Science and Technology “MISIS”, Shulgin A.V., Moscow Polytechnic University, Belelyubskiy B.F., Moscow Polytechnic University Simulation of metal flow during upsetting of flat profiled billets 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.1007/s11015-024-01685-7,3,,,1,Moscow,0.0,2024,Influence introducing various plasticizers into an initial charge on the structure and properties of iron-based powder materials alloyed with copper,Metallurgist,"Eremeeva J.V., University of Science and Technology MISIS, Ter-Vaganyants Y.S., Moscow Polytechnic University Moscow Polytech, Korznikov O.V., Machine-Building Center SSM-Tyazhmash Influence introducing various plasticizers into an initial charge on the structure and properties of iron-based powder materials alloyed with copper 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.24000/0409-2961-2024-5-21-25,1,,,1,Moscow,0.0,2024,On the Peculiarities of Ventilation of Uranium Mines,Bezopasnost' Truda v Promyshlennosti,"Golik V.I., Moscow Polytechnic University On the Peculiarities of Ventilation of Uranium Mines 2024 Bezopasnost' Truda v Promyshlennosti, 2024 (5), Art. No. nan, pp. 21-25",Статья
10.15593/perm.mech/2024.1.02,5,,,1,"Moscow, Moscow, Moscow, Moscow, Moscow",0.0,2024,VISCOPLASTIC DEFORMATION OF GRANULAR NICKEL ALLOY AT HIGH TEMPERATURES,PNRPU Mechanics Bulletin,"Abashev D.R., Moscow Polytechnic University, Bondar V.S., Moscow Polytechnic University, Dikovitsky P.O., Moscow Polytechnic University, Morozov S.V., Moscow Polytechnic University, Larionova O.E., Moscow Polytechnic University VISCOPLASTIC DEFORMATION OF GRANULAR NICKEL ALLOY AT HIGH TEMPERATURES 2024 PNRPU Mechanics Bulletin, 2024 (1), Art. No. nan, pp. 13-20",Статья
10.3103/S1068798X24010076,4,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2024,Adjustment Range of an Automatic V-Belt Variator,Russian Engineering Research,"Balovnev N.P., Moscow Polytechnic University, Brovkina Y.I., Moscow Polytechnic University, Luk’yanov A.S., Moscow Polytechnic University, Starikov A.I., Moscow Polytechnic University Adjustment Range of an Automatic V-Belt Variator 2024 Russian Engineering Research, 44 (1), Art. No. nan, pp. 23-27",Статья
10.21177/1998-4502-2024-16-1-302-310,1,,,1,Moscow,0.0,2024,System analysis of calculation methods for power supply systems in quarry points; [Системный анализ методов расчета систем электроснабжения карьеров],Sustainable Development of Mountain Territories,"Klyuev R.V., Moscow Polytechnic University System analysis of calculation methods for power supply systems in quarry points; [Системный анализ методов расчета систем электроснабжения карьеров] 2024 Sustainable Development of Mountain Territories, 16 (1), Art. No. nan, pp. 302-310",Статья
10.47197/RETOS.V54.104501,2,,,1,Russian Federation,0.0,2024,Effects of a motor coordination physical training program on the physical condition of Russian children aged 9 to 10 years. Randomized Controlled Trial; [Efectos de un programa de entrenamiento físico de coordinación motriz sobre la condición física de niños rusos de 9 a 10 años: Ensayo Controlado Aleatorizado],Retos,"Polevoy G., Moscow Polytechnic University, Fuentes-Barría H., Universidad Andres Bello Effects of a motor coordination physical training program on the physical condition of Russian children aged 9 to 10 years. Randomized Controlled Trial; [Efectos de un programa de entrenamiento físico de coordinación motriz sobre la condición física de niños rusos de 9 a 10 años: Ensayo Controlado Aleatorizado] 2024 Retos, 54 (nan), Art. No. nan, pp. 692-697",Статья
10.17537/2024.19.1,8,,,2,"Moscow, Moscow, Moscow, Moscow, Institute of Contemporary Art, Moscow",0.0,2024,A Biomimetic Approach to the Creation of Polymer Materials with Improved Tribological Properties; [Биомиметический подход к созданию полимерных материалов с улучшенными трибологическими свойствами],Mathematical Biology and Bioinformatics,"Grigoriev A.A., Financial University under the Government of the Russian Federation, Isaev E.A., Keldysh Institute of Applied Mathematics, Pervukhin D.V., Moscow Polytechnic University, Petrushin V.N., Institute of Contemporary Art, Doronin F.A., Moscow Polytechnic University, Rudyak Yu.V., Moscow Polytechnic University, Rytikov G.O., Moscow Polytechnic University, Nazarov V.G., Moscow Polytechnic University A Biomimetic Approach to the Creation of Polymer Materials with Improved Tribological Properties; [Биомиметический подход к созданию полимерных материалов с улучшенными трибологическими свойствами] 2024 Mathematical Biology and Bioinformatics, 19 (1), Art. No. nan, pp. 1-14",Статья
10.21902/Revrima.v1i43.6669,6,,,1,Russian Federation,0.0,2024,GLOBAL PERSPECTIVES ON VOLUNTEERISM IN EDUCATION: ENHANCING PROFESSIONAL DEVELOPMENT AND SOCIETAL IMPACT,Relacoes Internacionais no Mundo Atual,"Nurutdinova A., Kazan Federal University, Kuznetsova N., Federal State Autonomous Educational institution of higher education «Russian State Vocational Pedagogical University», Sadrieva A., Federal State Autonomous Educational institution of higher education «Russian State Vocational Pedagogical University», Dontsov D., Russian State Social University, Arzamasova E., Moscow Polytechnic University, Koneeva E., Moscow Aviation institute (National Research University) GLOBAL PERSPECTIVES ON VOLUNTEERISM IN EDUCATION: ENHANCING PROFESSIONAL DEVELOPMENT AND SOCIETAL IMPACT 2024 Relacoes Internacionais no Mundo Atual, 1 (43), Art. No. nan, pp. 25-35",Статья
10.32326/1814-9146-2024-86-1-47-59,4,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2024,ELASTIC AND STRENGTH PARAMETERS DETERMINATION OF POLYMER COMPOSITE MATERIALS AND CYLINDRICAL SHELLS; [ОПРЕДЕЛЕНИЕ УПРУГИХ И ПРОЧНОСТНЫХ ПАРАМЕТРОВ ПОЛИМЕРНЫХ КОМПОЗИЦИОННЫХ МАТЕРИАЛОВ И ИЗГОТОВЛЕННЫХ ИЗ НИХ ЦИЛИНДРИЧЕСКИХ ОБОЛОЧЕК],Problems of Strength and Plasticity,"Abashev D.R., Moscow Polytechnic University, Bondar V.S., Moscow Polytechnic University, Vorobyev I.A., Moscow Polytechnic University, Sharova V.I., Moscow Polytechnic University ELASTIC AND STRENGTH PARAMETERS DETERMINATION OF POLYMER COMPOSITE MATERIALS AND CYLINDRICAL SHELLS; [ОПРЕДЕЛЕНИЕ УПРУГИХ И ПРОЧНОСТНЫХ ПАРАМЕТРОВ ПОЛИМЕРНЫХ КОМПОЗИЦИОННЫХ МАТЕРИАЛОВ И ИЗГОТОВЛЕННЫХ ИЗ НИХ ЦИЛИНДРИЧЕСКИХ ОБОЛОЧЕК] 2024 Problems of Strength and Plasticity, 86 (1), Art. No. nan, pp. 47-59",Статья
10.24294/jipd.v8i5.3396,8,,,1,Moscow,0.0,2024,Conceptual platform and applied aspects of interaction between government and business agencies in the Republic of Kazakhstan,"Journal of Infrastructure, Policy and Development","Yessenali A., Khoja Akhmet Yassawi International Kazakh-Turkish University, Azretbergenova G., Khoja Akhmet Yassawi International Kazakh-Turkish University, Izatullayeva B., International University of Tourism and Hospitality, Baibosynova G., Khoja Akhmet Yassawi International Kazakh-Turkish University, Zhetibayev Z., Khoja Akhmet Yassawi International Kazakh-Turkish University, Myrzaliev B., Khoja Akhmet Yassawi International Kazakh-Turkish University, Biryukov V., Moscow Polytechnic University, Shichiyakh R., Kuban State Agrarian University Conceptual platform and applied aspects of interaction between government and business agencies in the Republic of Kazakhstan 2024 Journal of Infrastructure, Policy and Development, 8 (5), Art. No. 3396, pp. nan-nan",Статья
10.1007/s10556-024-01281-1,4,,,2,"Moscow, Applied Chemistry R & amp;D Institute JSC, Moscow",0.0,2024,Effect of the pressing velocity of powdered materials on the product of the external friction and lateral pressure coefficients,Chemical and Petroleum Engineering,"Arkhangel’skii V.Y., Moscow Polytechnic University, Shestakov I.N., Applied Chemistry R & amp;D Institute JSC, Shibanov S.V., Applied Chemistry R & amp;D Institute JSC, Kazakova E.E., Moscow Polytechnic University Effect of the pressing velocity of powdered materials on the product of the external friction and lateral pressure coefficients 2024 Chemical and Petroleum Engineering, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.32014/2024.2518-170X.392,5,,,1,"Department of ""Engineering and technology of mining and oil and gas production""",0.0,2024,ANALYSIS OF THE QUALITY OF UNDERGROUND MINERAL WATERS OF TERRIGENOUS DEPOSITS OF THE HAUTERIV-BARREMIAN AQUIFER OF THE LOWER CRETACEOUS,"News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences","Bosikov I.I., North Caucasian Institute of mining and metallurgy (State Technological University), Klyuev R.V., Moscow Polytechnic University, Martyushev N.V., Kh. Ibragimov Complex Institute of the Russian Academy of Sciences, Modina M.A., Admiral Ushakov State Maritime University, Khekert E.V., Admiral Ushakov State Maritime University ANALYSIS OF THE QUALITY OF UNDERGROUND MINERAL WATERS OF TERRIGENOUS DEPOSITS OF THE HAUTERIV-BARREMIAN AQUIFER OF THE LOWER CRETACEOUS 2024 News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences, 2024 (2), Art. No. nan, pp. 36-47",Статья
10.18698/1812-3368-2024-1-118-132,6,,,1,Moscow,0.0,2024,STUDYING THE DEPOSITION PARAMETERS EFFECT ON FORMATION OF THE VANADIUM(V) OXIDE NANOPARTICLES CATALYTICALLY ACTIVE LAYER ON THE CERAMIC MEMBRANES SURFACE; [ИССЛЕДОВАНИЕ ВЛИЯНИЯ ПАРАМЕТРОВ НАНЕСЕНИЯ НА ФОРМИРОВАНИЕ КАТАЛИТИЧЕСКИ АКТИВНОГО СЛОЯ ИЗ НАНОЧАСТИЦ ОКСИДА ВАНАДИЯ(V) НА ПОВЕРХНОСТИ КЕРАМИЧЕСКИХ МЕМБРАН],"Herald of the Bauman Moscow State Technical University, Series Natural Sciences","Yarovaya O.V., Mendeleev University of Chemical Technology of Russia, Averina Yu.M., Mendeleev University of Chemical Technology of Russia, Magzhanov R.Kh., Moscow Polytechnic University, Karetkin B.A., Mendeleev University of Chemical Technology of Russia, Panfilov V.I., Mendeleev University of Chemical Technology of Russia, Boldyrev V.S., Mendeleev University of Chemical Technology of Russia STUDYING THE DEPOSITION PARAMETERS EFFECT ON FORMATION OF THE VANADIUM(V) OXIDE NANOPARTICLES CATALYTICALLY ACTIVE LAYER ON THE CERAMIC MEMBRANES SURFACE; [ИССЛЕДОВАНИЕ ВЛИЯНИЯ ПАРАМЕТРОВ НАНЕСЕНИЯ НА ФОРМИРОВАНИЕ КАТАЛИТИЧЕСКИ АКТИВНОГО СЛОЯ ИЗ НАНОЧАСТИЦ ОКСИДА ВАНАДИЯ(V) НА ПОВЕРХНОСТИ КЕРАМИЧЕСКИХ МЕМБРАН] 2024 Herald of the Bauman Moscow State Technical University, Series Natural Sciences, 112 (1), Art. No. nan, pp. 118-132",Статья
10.1007/s10556-024-01282-0,3,,,1,"Moscow, Moscow, Moscow",0.0,2024,Reduction of energy consumption for pumping heat carriers while ensuring the required amount of transferred heat in plate heat exchanger,Chemical and Petroleum Engineering,"Silin A.M., Moscow Polytechnic University, Lagutkin M.G., Moscow Polytechnic University, Baranova E.Y., Moscow Polytechnic University Reduction of energy consumption for pumping heat carriers while ensuring the required amount of transferred heat in plate heat exchanger 2024 Chemical and Petroleum Engineering, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.18796/0041-5790-2024-3-66-73,5,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2024,Assessment of the impact of automation of coal mining on employment and wages in Russian coal regions; [Оценка влияния автоматизации добычи угля на занятость и заработную плату в российских угольных регионах],Ugol,"Pronskaya O.N., Moscow Polytechnic University, Fomicheva L.M., Moscow Polytechnic University, Arzamasova E.L., Moscow Polytechnic University, Fomin O.S., I.I. Ivanov Kursk State Agrarian University, Kurennaya V.V., Moscow Polytechnic University Assessment of the impact of automation of coal mining on employment and wages in Russian coal regions; [Оценка влияния автоматизации добычи угля на занятость и заработную плату в российских угольных регионах] 2024 Ugol, nan (3), Art. No. nan, pp. 66-73",Статья
10.17580/chm.2024.04.08,4,,,2,"Moscow, Moscow, National University of Science and Technology MISIS",0.0,2024,Modification of 110G13L steel with rare earth metal oxide powders,Chernye Metally,"Sharipzyanova G.Kh., Moscow Polytechnic University, Eremeeva Z.V., Moscow Polytechnic University, Valuev D.V., Yurga Technological Institute, Bovkun A.S., Irkutsk National Research Technical University Modification of 110G13L steel with rare earth metal oxide powders 2024 Chernye Metally, 2024 (4), Art. No. nan, pp. 67-71",Статья
10.1007/s12559-024-10271-7,6,Shvetsov A.V., Department of Smart Technologies,2,"Moscow Polytechnic University, Department of Operation of Road Transport and Car Service",0.08,2024,"Synergy of Human-Centered AI and Cyber-Physical-Social Systems for Enhanced Cognitive Situation Awareness: Applications, Challenges and Opportunities",Cognitive Computation,"Alsamhi S.H., Department of Electrical Engineering, Kumar S., Department of Computer Science and Engineering, Hawbani A., Shenyang Aerospace University, Shvetsov A.V., Department of Smart Technologies, Zhao L., Shenyang Aerospace University, Guizani M., Machine Learning Department Synergy of Human-Centered AI and Cyber-Physical-Social Systems for Enhanced Cognitive Situation Awareness: Applications, Challenges and Opportunities 2024 Cognitive Computation, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.18522/2073-6606-2024-22-1-137-150,4,,,1,Russian Federation,0.0,2024,Sustainable organizational development and human capital in the context of soft systems methodology; [Устойчивое организационное развитие и человеческий капитал в контексте методологии мягких систем],Terra Economicus,"Strielkowski W., Cambridge Institute for Advanced Studies, Kuzmin E., Institute of Economics of the Ural Branch RAS, Suvorova A., Institute of Economics of the Ural Branch RAS, Gorlova O., Moscow Polytechnic University Sustainable organizational development and human capital in the context of soft systems methodology; [Устойчивое организационное развитие и человеческий капитал в контексте методологии мягких систем] 2024 Terra Economicus, 22 (1), Art. No. nan, pp. 137-150",Статья
10.18287/2412-6179-CO-1327,5,Kudryashov A.V., Sadovsky Institute of Geosphere Dynamics RAS,2,"Leninskiy pr. 38/1, Moscow Polytechnic University",0.1,2024,Automatic 4-mirrors system for alignment of high-power laser radiation,Computer Optics,"Toporovsky V.V., Sadovsky Institute of Geosphere Dynamics RAS, Alexandrov A.G., Sadovsky Institute of Geosphere Dynamics RAS, Galaktionov I.V., Sadovsky Institute of Geosphere Dynamics RAS, Rukosuev A.L., Sadovsky Institute of Geosphere Dynamics RAS, Kudryashov A.V., Sadovsky Institute of Geosphere Dynamics RAS Automatic 4-mirrors system for alignment of high-power laser radiation 2024 Computer Optics, 48 (1), Art. No. nan, pp. 86-92",Статья
10.14529/hsm240120,3,"Zhurin A.V., Perminov S.V."," Department of Physical Education,  Department of Physical Education",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.67,2024,TECHNIQUES FOR PHYSICAL REHABILITATION OF ATHLETES WITH MYOFASCIAL PAIN SYNDROME; [МЕТОДИКА ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ СПОРТСМЕНОВ С МИОФАСЦИАЛЬНЫМ БОЛЕВЫМ СИНДРОМОМ],Human Sport Medicine,"Zhurin A.V., Department of Physical Education, Perminov S.V., Department of Physical Education, Nenashev A.I., Department of Theory and Methodology of Physical Education and Sport TECHNIQUES FOR PHYSICAL REHABILITATION OF ATHLETES WITH MYOFASCIAL PAIN SYNDROME; [МЕТОДИКА ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ СПОРТСМЕНОВ С МИОФАСЦИАЛЬНЫМ БОЛЕВЫМ СИНДРОМОМ] 2024 Human Sport Medicine, 24 (1), Art. No. nan, pp. 167-173",Статья
10.1007/s11015-024-01624-6,4,,,1,"Moscow, Moscow",0.0,2024,Plasma Electrolytic Oxidation of Aluminum-Calcium Binary Alloys in a Cast Condition,Metallurgist,"Letyagin N.V., Moscow Polytechnic University, Akopyan T., Moscow Polytechnic University, Sokorev A.A., Moscow, Tsydenov A.G., Aluminium Alloys Plant Plasma Electrolytic Oxidation of Aluminum-Calcium Binary Alloys in a Cast Condition 2024 Metallurgist, 67 (9-10), Art. No. nan, pp. 1325-1333",Статья
10.46698/VNC.2024.82.22.011,2,Golik V.I., Geophysical Institute,2,"Vladikavkaz Scientific Centre RAS, Moscow Polytechnic University",0.25,2024,Extraction of metals from low-grade raw materials and ore processing tailings with process activation by combining chemical and mechanical energy,Geologiya i Geofizika Yuga Rossii,"Golik V.I., Geophysical Institute, Burdzieva O.G., Geophysical Institute Extraction of metals from low-grade raw materials and ore processing tailings with process activation by combining chemical and mechanical energy 2024 Geologiya i Geofizika Yuga Rossii, 14 (1), Art. No. nan, pp. 153-162",Статья
10.18796/0041-5790-2024-1-61-63,4,,,1,Moscow,0.0,2024,FUZZY MODEL OF THE SHAPE DETERMINING OF A STABLE PILLAR IN COAL-BEARING ROCKS; [Нечеткая модель определения формы устойчивого целика в углевмещающих породах],Ugol,"Khalkechev R.K., National University of Science and Technology “MISIS” (NUST “MISIS”), Levkin Yu.M., Moscow Polytechnic University, Khalkechev K.V., National University of Science and Technology “MISIS” (NUST “MISIS”), Kuzmenko S.Yu., K.G. Razumovsky Moscow State University of Technologies and Management FUZZY MODEL OF THE SHAPE DETERMINING OF A STABLE PILLAR IN COAL-BEARING ROCKS; [Нечеткая модель определения формы устойчивого целика в углевмещающих породах] 2024 Ugol, nan (1), Art. No. nan, pp. 61-63",Статья
10.1007/s10692-024-10483-5,4,,,1,"Moscow, Moscow",0.0,2024,Effect of Processing Regimes on Mechanical Properties of Material Based on a Three-Component Fiber Mixture,Fibre Chemistry,"Leshchenko T.A., A. N. Kosygin Russian State University, Chernousova N.V., A. N. Kosygin Russian State University, Dedov A.V., Moscow Polytechnic University, Nazarov V.G., Moscow Polytechnic University Effect of Processing Regimes on Mechanical Properties of Material Based on a Three-Component Fiber Mixture 2024 Fibre Chemistry, 55 (5), Art. No. nan, pp. 318-322",Статья
10.1016/j.intermet.2023.108091,7,Golovin I.S., National University of Science and Technology “MISIS”,2,"Moscow, Moscow Polytechnic University",0.07,2024,Stress-assisted atomic diffusion in NiTiHf shape memory alloys,Intermetallics,"Shuitcev A., International Joint Laboratory of Advanced Bulk Nanomaterials for Innovative Applications, Sun M., Key Laboratory of Materials Physics, Fang Q.F., Key Laboratory of Materials Physics, Golovin I.S., National University of Science and Technology “MISIS”, Li L., International Joint Laboratory of Advanced Bulk Nanomaterials for Innovative Applications, Zheng Y.F., School of Materials Science and Engineering, Tong Y.X., International Joint Laboratory of Advanced Bulk Nanomaterials for Innovative Applications Stress-assisted atomic diffusion in NiTiHf shape memory alloys 2024 Intermetallics, 164 (nan), Art. No. 108091, pp. nan-nan",Статья
,4,,,1,"Moscow, Moscow, Moscow",0.0,2024,FORMATION OF INDEPENDENT SKILLS PHYSICAL TRAINING FOR UNIVERSITY STUDENTS,Teoriya i Praktika Fizicheskoy Kultury,"Tretyakov A.A., Belgorod State National Research University, Shcherbin D.V., Moscow Polytechnic University, Posokhova T.V., Moscow Polytechnic University, Tsagolova N.G., Moscow Polytechnic University FORMATION OF INDEPENDENT SKILLS PHYSICAL TRAINING FOR UNIVERSITY STUDENTS 2024 Teoriya i Praktika Fizicheskoy Kultury, 2024 (1), Art. No. nan, pp. 106-108",Статья
10.15828/2075-8545-2024-16-1-50-58,4,,,1,"Moscow, Moscow",0.0,2024,Circular economy in recycling concrete and reinforced concrete waste,Nanotechnologies in Construction,"Graneva A.V., National Research Moscow State University of Civil Engineering, Lushin K.I., Moscow Polytechnic University, Pulyaev I.S., Moscow Polytechnic University, Kudryavtseva V.D., Russian University of Transport Circular economy in recycling concrete and reinforced concrete waste 2024 Nanotechnologies in Construction, 16 (1), Art. No. nan, pp. 50-58",Статья
10.47197/retos.v54.104715,1,,,1,Russian Federation,0.0,2024,Development of motor skills of children aged 9-10 years with visual analyzer impairment Desarrollo de las habilidades motoras de niños de 9 a 10 años con deterioro del analizador visual,Retos,"Polevoy G., Moscow Polytechnic University Development of motor skills of children aged 9-10 years with visual analyzer impairment Desarrollo de las habilidades motoras de niños de 9 a 10 años con deterioro del analizador visual 2024 Retos, 54 (nan), Art. No. nan, pp. 548-553",Статья
10.1016/j.jmmm.2023.171532,6,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2024,The effect of magnetic fields on the mechanical properties of an aluminum alloy with iron-based inclusions,Journal of Magnetism and Magnetic Materials,"Friha M., Moscow Polytechnic University, Nikolaev V.K., Moscow Polytechnic University, Skvortsov A.A., Moscow Polytechnic University, Pshonkin D.E., Moscow Polytechnic University, Seif-Eddine F., Semiconductors Technology for Energetic Research Centre (CRTSE), Kuznetsova P.M., National Research Centre “Kurchatov Institute” The effect of magnetic fields on the mechanical properties of an aluminum alloy with iron-based inclusions 2024 Journal of Magnetism and Magnetic Materials, 589 (nan), Art. No. 171532, pp. nan-nan",Статья
10.1007/s10556-024-01272-2,3,,,2,"Moscow, Moscow, MIREA – Russian Technological University, Moscow, MIREA – Russian Technological University",0.0,2024,Effect of thickness of wall of polypropylene raschig rings and method of their manufacture on materials consumption of dumped mass-exchange packings,Chemical and Petroleum Engineering,"Golovanov I.Y., Moscow Polytechnic University, Lagutkin M.G., Moscow Polytechnic University, Sokolov A.S., Moscow Polytechnic University Effect of thickness of wall of polypropylene raschig rings and method of their manufacture on materials consumption of dumped mass-exchange packings 2024 Chemical and Petroleum Engineering, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.1007/s10692-024-10484-4,5,,,1,"Moscow, Moscow, Moscow",0.0,2024,Orientation of Fibers in Needle-Punched Nonwoven Fabrics,Fibre Chemistry,"Leshchenko T.A., A.N. Kosygin Moscow State Textile University, Chernousova N.V., A.N. Kosygin Moscow State Textile University, Dedov A.V., Moscow Polytechnic University, Komarova L.Y., Moscow Polytechnic University, Nazarov V.G., Moscow Polytechnic University Orientation of Fibers in Needle-Punched Nonwoven Fabrics 2024 Fibre Chemistry, 55 (5), Art. No. nan, pp. 323-327",Статья
10.47197/RETOS.V51.100387,4,,,1,Russian Federation,0.0,2024,Reference values for 800-meter run test in Chilean athletes from 35 to 44 years: Cross-sectional study; [Valores de referencia para la prueba de carrera de 800 metros en atletas chilenos de 35 a 44 años: Estudio transversal],Retos,"Fuentes-Barría H., Universidad Andres Bello, Aguilera-Eguia R., Universidad Católica de la Santísima Concepción, Garrido-Osorio V., Universidad Europea del Atlántico, Polevoy G., Moscow Polytechnic University Reference values for 800-meter run test in Chilean athletes from 35 to 44 years: Cross-sectional study; [Valores de referencia para la prueba de carrera de 800 metros en atletas chilenos de 35 a 44 años: Estudio transversal] 2024 Retos, 51 (nan), Art. No. nan, pp. 808-812",Статья
